,Restaurant,Cusines_all,price_for_one,Rating,delivery_review_number,location,Longitude,Latitude
0,Itminaan Matka Biryani - Slow Cooked,Biryani,250,4.0,64,Ulsoor,77.6246697,12.9778793
1,Itminaan Matka Biryani - Slow Cooked,Biryani,250,3.8,62,City Market,77.57627054,12.965718
2,Itminaan Matka Biryani - Slow Cooked,Biryani,250,4.1,601,Bannerghatta Road,77.6041899,12.9521804
3,Itminaan Matka Biryani - Slow Cooked,Biryani,250,3.8,511,Old Airport Road,77.6663946,12.9583828
4,Itminaan Matka Biryani - Slow Cooked,Biryani,250,3.6,502,Koramangala 6th Block,77.6238477,12.9390255
5,Itminaan Matka Biryani - Slow Cooked,Biryani,250,3.8,523,Rajajinagar,77.554883,12.9882338
6,Itminaan Matka Biryani - Slow Cooked,Biryani,250,3.8,589,Yeshwantpur,77.5529215,13.02383
7,Itminaan Matka Biryani - Slow Cooked,Biryani,250,3.9,181,Whitefield,77.7497448,12.9696365
8,Itminaan Matka Biryani - Slow Cooked,Biryani,250,4.1,567,Indiranagar,77.6404672,12.9732913
9,Itminaan Matka Biryani - Slow Cooked,Biryani,250,3.7,543,Marathahalli,77.6984163,12.9552572
10,Itminaan Matka Biryani - Slow Cooked,Biryani,250,4.4,410,BTM,77.60456543,12.91127585
11,Itminaan Matka Biryani - Slow Cooked,Biryani,250,4.3,364,HSR,77.6398674,12.9092342
12,Itminaan Matka Biryani - Slow Cooked,Biryani,250,3.7,362,Kammanahalli,77.6377094,13.0093455
13,Itminaan Matka Biryani - Slow Cooked,Biryani,250,3.7,551,Banashankari,77.59445195,12.96528325
14,Itminaan Matka Biryani - Slow Cooked,Biryani,250,4.0,77,Jayanagar,77.5824229,12.9292731
15,Itminaan Matka Biryani - Slow Cooked,Biryani,250,4.0,342,Bellandur,77.6782471,12.93103185
16,Itminaan Matka Biryani - Slow Cooked,Biryani,350,3.9,5,Electronic City,77.64825296,12.8487599
17,Itminaan Matka Biryani - Slow Cooked,Biryani,350,4.3,76,Seshadripuram,77.5753419,12.9931876
18,Itminaan Matka Biryani - Slow Cooked,Biryani,350,3.9,7,Shanti Nagar,77.5979099,12.9575547
19,Chicking,Fast Food,200,3.7,622,Rajajinagar,77.554883,12.9882338
20,Chicking,Fast Food,200,3.7,5965,Electronic City,77.64825296,12.8487599
21,Chicking,Fast Food,200,3.8,2959,Banashankari,77.59445195,12.96528325
22,Chicking,Fast Food,200,3.8,6831,Whitefield,77.7497448,12.9696365
23,Chicking,Fast Food,200,3.6,2210,Sarjapur Road,77.6653284,12.920441
24,Chicking,Fast Food,200,3.8,2927,JP Nagar,77.5782713,12.9072515
25,Chicking,Fast Food,200,3.7,4967,Kalyan Nagar,77.6403368,13.0221416
26,Chicking,Fast Food,200,3.8,1,Rajajinagar,77.554883,12.9882338
27,Chicking,Fast Food,200,3.9,8925,HSR,77.6398674,12.9092342
28,Chicking,Fast Food,200,3.8,3761,New BEL Road,77.564105,13.0393922
29,Ludos Pizza,Pizza,300,4.0,152,Marathahalli,77.6984163,12.9552572
30,Ludos Pizza,Pizza,300,4.0,4359,BTM,77.60456543,12.91127585
31,Ludos Pizza,Pizza,300,3.4,152,JP Nagar,77.5782713,12.9072515
32,Ludos Pizza,Pizza,300,3.8,1,Bommasandra,77.6916113,12.8162443
33,Ludos Pizza,Pizza,300,3.9,209,Koramangala 6th Block,77.6238477,12.9390255
34,Ludos Pizza,Pizza,300,3.9,333,ITPL Main Road,77.7272748,12.9805104
35,Ludos Pizza,Pizza,300,4.0,836,Banaswadi,77.6518539,13.0141618
36,Ludos Pizza,Pizza,300,3.5,18,Sarjapur Road,77.6653284,12.920441
37,Ludos Pizza,Pizza,300,4.2,564,Jeevan Bhima Nagar,77.6568367,12.9678074
38,Ludos Pizza,Pizza,300,3.9,3448,HSR,77.6398674,12.9092342
39,Auntie Fung's,Asian,300,4.0,1491,Indiranagar,77.6404672,12.9732913
40,Auntie Fung's,Asian,300,4.1,651,Electronic City,77.64825296,12.8487599
41,Auntie Fung's,Asian,300,4.0,1638,Marathahalli,77.6984163,12.9552572
42,Auntie Fung's,Asian,300,4.1,2016,Kammanahalli,77.6377094,13.0093455
43,Auntie Fung's,Asian,300,4.1,7964,New BEL Road,77.564105,13.0393922
44,Auntie Fung's,Asian,300,3.7,277,Whitefield,77.7497448,12.9696365
45,Auntie Fung's,Asian,300,3.9,1893,Bellandur,77.6782471,12.93103185
46,Auntie Fung's,Asian,300,3.8,644,Bommanahalli,77.6239038,12.9089453
47,Auntie Fung's,Asian,300,4.0,612,JP Nagar,77.5782713,12.9072515
48,Burgers And Shakes,Burger,100,4.0,18,Indiranagar,77.6404672,12.9732913
49,Chikmagalur Coffee Thindi Mane,South Indian,75,4.1,1390,Bommasandra,77.6916113,12.8162443
50,Kurtosshhh,Desserts,250,4.2,340,Whitefield,77.7497448,12.9696365
51,Laali Da Dhaba,North Indian,250,3.8,49,Indiranagar,77.6404672,12.9732913
52,Laali Da Dhaba,North Indian,250,3.4,28,Brookefield,77.7168891,12.9668213
53,Laali Da Dhaba,North Indian,250,3.4,65,HSR,77.6398674,12.9092342
54,WOW! Momo,Momos,200,4.2,405,Magadi Road,77.5553564,12.975608
55,WOW! Momo,Momos,200,4.3,458,Bannerghatta Road,77.6041899,12.9521804
56,WOW! Momo,Momos,200,4.2,1417,Whitefield,77.7497448,12.9696365
57,WOW! Momo,Momos,200,4.1,164,CV Raman Nagar,77.6638971,12.9856596
58,WOW! Momo,Momos,200,4.1,4498,Sanjay Nagar,77.6958748,12.9578658
59,WOW! Momo,Momos,200,4.1,4954,HSR,77.6398674,12.9092342
60,WOW! Momo,Momos,200,4.2,2534,Koramangala 5th Block,77.6189768,12.9348429
61,WOW! Momo,Momos,200,4.0,3518,BTM,77.60456543,12.91127585
62,WOW! Momo,Momos,200,4.0,1185,Mantri Square,77.7168891,12.9668213
63,WOW! Momo,Momos,200,3.8,1100,Royal Meenakshi Mall,77.59554297,12.8756837
64,WOW! Momo,Momos,200,4.1,386,Kemp Fort Mall,77.65668689,12.95864555
65,WOW! Momo,Momos,200,4.1,1996,Brigade Road,77.6074716,12.9736132
66,WOW! Momo,Momos,200,4.1,2502,Sarjapur Road,77.6653284,12.920441
67,WOW! Momo,Momos,200,4.1,8,Church Street,77.6026774,12.9755105
68,WOW! Momo,Momos,200,4.2,5147,Electronic City,77.64825296,12.8487599
69,WOW! Momo,Momos,200,4.1,5778,KBR Mall,77.6509982,12.973936
70,WOW! Momo,Momos,200,4.1,2399,Kalyan Nagar,77.6403368,13.0221416
71,WOW! Momo,Momos,200,4.3,110,Banashankari,77.59445195,12.96528325
72,WOW! Momo,Momos,200,4.2,2088,Jayanagar,77.5824229,12.9292731
73,Mega Biryani,Biryani,100,4.0,4,New BEL Road,77.564105,13.0393922
74,Mega Biryani,Biryani,100,4.0,6,New BEL Road,77.564105,13.0393922
75,Mega Biryani,Biryani,100,0.0,0,ITPL Main Road,77.7272748,12.9805104
76,Mega Biryani,Biryani,200,4.0,4,Frazer Town,77.6130165,12.996845
77,Mega Biryani,Biryani,200,4.1,75,Whitefield,77.7497448,12.9696365
78,Mega Biryani,Biryani,200,4.3,86,HSR,77.6398674,12.9092342
79,Mega Biryani,Biryani,200,4.0,2,Marathahalli,77.6984163,12.9552572
80,Mega Biryani,Biryani,200,4.0,9,Basaveshwara Nagar,77.5394749,12.9931607
81,Mega Biryani,Biryani,200,4.0,0,Bommanahalli,77.6239038,12.9089453
82,Mega Biryani,Biryani,200,4.0,6,Koramangala 6th Block,77.6238477,12.9390255
83,Mega Biryani,Biryani,200,4.1,92,Jeevan Bhima Nagar,77.6568367,12.9678074
84,Mega Biryani,Biryani,200,4.0,7,JP Nagar,77.5782713,12.9072515
85,Mega Biryani,Biryani,200,4.0,5,Banaswadi,77.6518539,13.0141618
86,Mega Biryani,Biryani,200,4.0,5,Banashankari,77.59445195,12.96528325
87,Mega Biryani,Biryani,200,4.3,280,BTM,77.60456543,12.91127585
88,Mega Biryani,Biryani,200,4.0,7,Jayanagar,77.5824229,12.9292731
89,Toastymos,Street Food,150,0.0,5,City Market,77.57627054,12.965718
90,Dot.yum - Aloft Hotel,North Indian,1000,0.0,11,Aloft Hotel,77.73264894,12.99032095
91,Pot Biryani,North Indian,200,3.7,734,Nagawara,77.6209093,13.0431413
92,Pot Biryani,North Indian,225,3.5,3686,New BEL Road,77.564105,13.0393922
93,Biryani By Kilo,Biryani,350,4.1,2829,Koramangala 6th Block,77.6238477,12.9390255
94,Biryani By Kilo,Biryani,350,4.3,2167,Bommanahalli,77.6239038,12.9089453
95,Biryani By Kilo,Biryani,400,4.0,466,Bommasandra,77.6916113,12.8162443
96,Biryani By Kilo,Biryani,400,4.1,1384,HSR,77.6398674,12.9092342
97,Biryani By Kilo,Biryani,400,4.2,900,Nagawara,77.6209093,13.0431413
98,Biryani By Kilo,Biryani,400,4.0,2553,Whitefield,77.7497448,12.9696365
99,Biryani By Kilo,Biryani,400,4.0,2461,Sarjapur Road,77.6653284,12.920441
100,Biryani By Kilo,Biryani,400,4.3,267,Sanjay Nagar,77.6958748,12.9578658
101,Biryani By Kilo,Biryani,400,4.3,1048,Kanakapura Road,77.5449181,12.8773096
102,Kapoor's Cafe,North Indian,350,4.0,4088,Kalyan Nagar,77.6403368,13.0221416
103,Kapoor's Cafe,North Indian,350,4.0,4763,HSR,77.6398674,12.9092342
104,Kapoor's Cafe,North Indian,350,3.9,11300,Whitefield,77.7497448,12.9696365
105,Kapoor's Cafe,North Indian,350,4.2,1375,Rajajinagar,77.554883,12.9882338
106,Kapoor's Cafe,North Indian,350,4.0,3227,Electronic City,77.64825296,12.8487599
107,Kapoor's Cafe,North Indian,350,4.1,3333,Jayanagar,77.5824229,12.9292731
108,The Kitchen Story,North Indian,150,3.5,1793,HSR,77.6398674,12.9092342
109,Happy Platter,Chinese,200,4.0,2560,Rajajinagar,77.554883,12.9882338
110,That Bangalore Place,North Indian,150,4.1,4037,ITPL Main Road,77.7272748,12.9805104
111,Thakkali Kitchen,South Indian,150,3.9,609,Bommanahalli,77.6239038,12.9089453
112,Kalpataru Hotel,South Indian,150,0.0,3,Bannerghatta Road,77.6041899,12.9521804
113,Begum's Authentic Hyderabadi Kitchen,Hyderabadi,300,4.0,59,Richmond Road,77.6068229,12.9662452
114,New Guru Nalapaka,South Indian,150,3.7,377,KR Puram,77.695935,13.007516
115,Lassi Shop,Sandwich,175,3.9,6,BTM,77.60456543,12.91127585
116,Lassi Shop,Sandwich,100,3.8,768,Yeshwantpur,77.5529215,13.02383
117,Lassi Shop,Sandwich,100,3.7,10100,Koramangala 1st Block,77.6308832,12.9275886
118,Lassi Shop,Sandwich,100,4.1,196,Varthur Main Road,77.7471103,12.9413238
119,Lassi Shop,Sandwich,100,3.9,1229,BTM,77.60456543,12.91127585
120,Lassi Shop,Sandwich,100,3.3,239,Frazer Town,77.6130165,12.996845
121,Lassi Shop,Sandwich,100,3.5,2605,Basavanagudi,77.5755021,12.9417261
122,Lassi Shop,Sandwich,100,4.0,15,JP Nagar,77.5782713,12.9072515
123,Lassi Shop,Sandwich,100,4.2,1954,RT Nagar,77.595715,13.0227204
124,Lassi Shop,Sandwich,100,3.8,6965,Kumaraswamy Layout,77.5553179,12.9081487
125,Lassi Shop,Sandwich,100,4.1,6755,BTM,77.60456543,12.91127585
126,Lassi Shop,Sandwich,150,3.8,7302,Bellandur,77.6782471,12.93103185
127,Lassi Shop,Sandwich,150,4.3,273,Nagarbhavi,77.51126721,12.95961755
128,Lassi Shop,Sandwich,150,3.9,188,Jayanagar,77.5824229,12.9292731
129,Lassi Shop,Sandwich,150,3.7,822,Banaswadi,77.6518539,13.0141618
130,Lassi Shop,Sandwich,150,3.6,4633,Rajajinagar,77.554883,12.9882338
131,Lassi Shop,Sandwich,150,4.0,25,Banaswadi,77.6518539,13.0141618
132,Lassi Shop,Sandwich,150,3.1,37,Residency Road,77.6206061,13.0529476
133,Lassi Shop,Sandwich,125,3.9,3112,Banashankari,77.59445195,12.96528325
134,Salem Kitchen,Chettinad,250,3.8,147,Brookefield,77.7168891,12.9668213
135,A1 Chicken Biryani Point,Biryani,150,0.0,1,RT Nagar,77.595715,13.0227204
136,Hiyar Majhe Kolkata,Bengali,150,3.9,3758,Electronic City,77.64825296,12.8487599
137,Hiyar Majhe Kolkata,Bengali,250,4.0,20800,BTM,77.60456543,12.91127585
138,Potful - Claypot Biryanis,Biryani,350,4.1,5237,Koramangala 1st Block,77.6308832,12.9275886
139,Potful - Claypot Biryanis,Biryani,350,4.1,11800,Whitefield,77.7497448,12.9696365
140,Potful - Claypot Biryanis,Biryani,350,4.0,6069,Hennur,77.6305067,13.0258087
141,Potful - Claypot Biryanis,Biryani,350,3.9,15600,Sarjapur Road,77.6653284,12.920441
142,Potful - Claypot Biryanis,Biryani,350,4.2,6226,New BEL Road,77.564105,13.0393922
143,Potful - Claypot Biryanis,Biryani,350,4.2,599,Bommanahalli,77.6239038,12.9089453
144,Potful - Claypot Biryanis,Biryani,350,4.2,8592,JP Nagar,77.5782713,12.9072515
145,Potful - Claypot Biryanis,Biryani,350,4.3,822,Uttarahalli,77.5455438,12.9055682
146,Potful - Claypot Biryanis,Biryani,350,4.2,2148,Thippasandra,77.6509982,12.973936
147,Potful - Claypot Biryanis,Biryani,350,4.0,8266,Brookefield,77.7168891,12.9668213
148,Hakka Box,Chinese,250,4.0,328,Hebbal,77.5919,13.0382184
149,Hakka Box,Chinese,250,4.1,1284,Kalyan Nagar,77.6403368,13.0221416
150,Cake Bite,Bakery,200,3.6,341,Jayanagar,77.5824229,12.9292731
151,Cake Bite,Bakery,150,3.7,450,Banashankari,77.59445195,12.96528325
152,Aarya Home Made,North Indian,200,0.0,0,Marathahalli,77.6984163,12.9552572
153,Sanchez,Mexican,1100,3.7,278,UB City,77.59620032,12.97229145
154,Sardar Ji Ka Dhaba,North Indian,300,0.0,0,Marathahalli,77.6984163,12.9552572
155,Cake Boutique,Bakery,400,0.0,0,Jalahalli,77.5483803,13.0464531
156,Veruthe Oru Thattukada,Kerala,150,4.0,2861,Bannerghatta Road,77.6041899,12.9521804
157,Bhartiya Jalpan,North Indian,350,3.8,2005,Commercial Street,77.6082954,12.9822323
158,Bhartiya Jalpan,North Indian,350,3.9,6988,Indiranagar,77.6404672,12.9732913
159,Bhartiya Jalpan,North Indian,350,3.8,2917,HSR,77.6398674,12.9092342
160,Champaran Meat House,North Indian,150,3.7,1476,HSR,77.6398674,12.9092342
161,Kwality Wall’s Frozen Dessert And Ice Cream Shop,Ice Cream,100,4.4,301,Marathahalli,77.6984163,12.9552572
162,Kwality Wall’s Frozen Dessert And Ice Cream Shop,Ice Cream,100,4.3,118,JP Nagar,77.5782713,12.9072515
163,Kwality Wall’s Frozen Dessert And Ice Cream Shop,Ice Cream,100,4.6,757,Peenya,77.5273253,13.0329419
164,Kwality Wall’s Frozen Dessert And Ice Cream Shop,Ice Cream,100,4.5,459,Nagawara,77.6209093,13.0431413
165,The Masala Bay Leaf,North Indian,150,3.9,50,Kalyan Nagar,77.6403368,13.0221416
166,Slurpy Shakes,Beverages,200,3.7,678,Kalyan Nagar,77.6403368,13.0221416
167,Slurpy Shakes,Beverages,200,3.3,149,Electronic City,77.64825296,12.8487599
168,Slurpy Shakes,Beverages,200,3.6,16,Vasanth Nagar,77.58516878,12.98872125
169,Slurpy Shakes,Beverages,200,4.0,215,Jayanagar,77.5824229,12.9292731
170,Slurpy Shakes,Beverages,200,3.3,81,BTM,77.60456543,12.91127585
171,Slurpy Shakes,Beverages,200,4.2,664,Brookefield,77.7168891,12.9668213
172,Slurpy Shakes,Beverages,200,4.3,593,Jalahalli,77.5483803,13.0464531
173,Slurpy Shakes,Beverages,200,4.3,396,Nagarbhavi,77.51126721,12.95961755
174,Slurpy Shakes,Beverages,200,4.1,644,Indiranagar,77.6404672,12.9732913
175,Slurpy Shakes,Beverages,250,3.7,1310,Whitefield,77.7497448,12.9696365
176,EatFit,Healthy Food,200,4.1,1516,Cunningham Road,77.5970428,12.9845781
177,EatFit,Healthy Food,200,4.1,86500,HSR,77.6398674,12.9092342
178,EatFit,Healthy Food,200,4.1,1466,Koramangala 7th Block,77.6134783,12.9364846
179,EatFit,Healthy Food,200,4.1,55500,Rajajinagar,77.554883,12.9882338
180,EatFit,Healthy Food,200,4.1,68600,Sarjapur Road,77.6653284,12.920441
181,EatFit,Healthy Food,200,3.9,456,Kadubeesanahalli,77.6972484,12.942199
182,EatFit,Healthy Food,200,4.1,96000,BTM,77.60456543,12.91127585
183,EatFit,Healthy Food,200,4.0,820,Sahakara Nagar,77.58006135,13.0621474
184,EatFit,Healthy Food,200,4.0,78100,Indiranagar,77.6404672,12.9732913
185,EatFit,Healthy Food,200,4.1,51900,Koramangala 6th Block,77.6238477,12.9390255
186,EatFit,Healthy Food,200,4.0,48800,Hennur,77.6305067,13.0258087
187,EatFit,Healthy Food,200,3.9,3400,Banashankari,77.59445195,12.96528325
188,EatFit,Healthy Food,200,4.0,351,Whitefield,77.7497448,12.9696365
189,EatFit,Healthy Food,200,4.1,26300,Bommasandra,77.6916113,12.8162443
190,Chai Point,North Indian,200,4.2,3916,Banashankari,77.59445195,12.96528325
191,Chai Point,North Indian,200,4.1,7797,Old Airport Road,77.6663946,12.9583828
192,Chai Point,North Indian,200,4.1,8395,Electronic City,77.64825296,12.8487599
193,Chai Point,North Indian,200,3.9,2753,Marathahalli,77.6984163,12.9552572
194,Chai Point,North Indian,200,3.9,931,Indiranagar,77.6404672,12.9732913
195,Chai Point,North Indian,275,4.0,2329,Rajajinagar,77.554883,12.9882338
196,Chai Point,North Indian,275,3.8,6756,New BEL Road,77.564105,13.0393922
197,Chai Point,North Indian,275,4.1,1977,Bellandur,77.6782471,12.93103185
198,Chai Point,North Indian,275,4.2,4171,Kalyan Nagar,77.6403368,13.0221416
199,Chai Point,North Indian,275,4.0,17000,HSR,77.6398674,12.9092342
200,Chai Point,North Indian,275,4.0,11100,BTM,77.60456543,12.91127585
201,Chai Point,North Indian,275,4.2,5162,Jayanagar,77.5824229,12.9292731
202,Chai Point,North Indian,275,3.8,3212,Forum Shantiniketan Mall,77.6403368,13.0221416
203,Chai Point,North Indian,150,4.0,4603,MG Road,77.6067902,12.9755264
204,Chai Point,North Indian,150,4.2,5857,Malleshwaram,77.5703253,13.0027353
205,Chai Point,North Indian,150,4.0,2476,Bannerghatta Road,77.6041899,12.9521804
206,Chai Point,North Indian,150,4.0,9240,Koramangala 5th Block,77.6189768,12.9348429
207,Chai Point,North Indian,150,4.0,2099,Sarjapur Road,77.6653284,12.920441
208,Chai Point,North Indian,125,3.8,7321,Royal Meenakshi Mall,77.59554297,12.8756837
209,Chai Point,North Indian,125,4.1,1542,Church Street,77.6026774,12.9755105
210,New Cake Of The Day,Bakery,125,2.5,36,Sanjay Nagar,77.6958748,12.9578658
211,Taste Of Malabar,Kerala,150,3.5,155,New BEL Road,77.564105,13.0393922
212,Taste Of Malabar,Kerala,150,4.1,1673,BTM,77.60456543,12.91127585
213,Taste Of Malabar,Kerala,150,3.6,455,Kammanahalli,77.6377094,13.0093455
214,EasyBites by Empire,Burger,100,3.7,1787,Koramangala 5th Block,77.6189768,12.9348429
215,EasyBites by Empire,Burger,100,3.7,1223,Brookefield,77.7168891,12.9668213
216,EasyBites by Empire,Burger,100,3.7,1276,HSR,77.6398674,12.9092342
217,EasyBites by Empire,Burger,100,3.9,1885,Rajajinagar,77.554883,12.9882338
218,EasyBites by Empire,Burger,100,4.0,1014,Kammanahalli,77.6377094,13.0093455
219,EasyBites by Empire,Burger,200,4.1,389,Brigade Road,77.6074716,12.9736132
220,Kanti Sweets,Mithai,50,4.3,3154,Indiranagar,77.6404672,12.9732913
221,Kanti Sweets,Mithai,50,4.2,4178,Sarjapur Road,77.6653284,12.920441
222,Kanti Sweets,Mithai,50,4.2,6808,HSR,77.6398674,12.9092342
223,Kanti Sweets,Mithai,50,4.2,3413,Koramangala 3rd Block,77.6254034,12.9282918
224,Kanti Sweets,Mithai,50,4.3,3574,Old Airport Road,77.6663946,12.9583828
225,Kanti Sweets,Mithai,50,4.4,15300,Brookefield,77.7168891,12.9668213
226,Kanti Sweets,Mithai,50,4.4,8758,Bellandur,77.6782471,12.93103185
227,Kanti Sweets,Mithai,50,4.4,372,Bommanahalli,77.6239038,12.9089453
228,Kanti Sweets,Mithai,50,4.3,4080,Electronic City,77.64825296,12.8487599
229,Kanti Sweets,Mithai,50,4.4,485,Banashankari,77.59445195,12.96528325
230,Kanti Sweets,Mithai,200,4.4,3507,Basaveshwara Nagar,77.5394749,12.9931607
231,Kanti Sweets,Mithai,200,4.1,825,Sarjapur Road,77.6653284,12.920441
232,Kanti Sweets,Mithai,200,4.6,1504,Jayanagar,77.5824229,12.9292731
233,Kanti Sweets,Mithai,200,4.3,2800,Marathahalli,77.6984163,12.9552572
234,Kanti Sweets,Mithai,225,4.6,244,MG Road,77.6067902,12.9755264
235,Kanti Sweets,Mithai,225,4.4,1953,Bannerghatta Road,77.6041899,12.9521804
236,Kanti Sweets,Mithai,225,4.1,2632,Jayanagar,77.5824229,12.9292731
237,Kanti Sweets,Mithai,225,4.4,4254,Kammanahalli,77.6377094,13.0093455
238,Kanti Sweets,Mithai,225,4.5,2529,Brigade Road,77.6074716,12.9736132
239,Kanti Sweets,Mithai,225,4.4,7158,JP Nagar,77.5782713,12.9072515
240,Kanti Sweets,Mithai,225,4.4,2366,BTM,77.60456543,12.91127585
241,Kanti Sweets,Mithai,225,4.6,2868,Malleshwaram,77.5703253,13.0027353
242,Kanti Sweets,Mithai,225,4.5,1265,Jalahalli,77.5483803,13.0464531
243,Patiala NH 44,North Indian,400,4.3,746,Basavanagudi,77.5755021,12.9417261
244,SLAY Coffee,Coffee,200,4.1,1426,Kammanahalli,77.6377094,13.0093455
245,SLAY Coffee,Coffee,200,4.2,3681,Koramangala 1st Block,77.6308832,12.9275886
246,SLAY Coffee,Coffee,200,4.0,979,Bommasandra,77.6916113,12.8162443
247,SLAY Coffee,Coffee,200,3.7,318,Sarjapur Road,77.6653284,12.920441
248,SLAY Coffee,Coffee,200,4.2,1092,Basavanagudi,77.5755021,12.9417261
249,SLAY Coffee,Coffee,200,4.1,1116,Bellandur,77.6782471,12.93103185
250,SLAY Coffee,Coffee,200,4.3,593,New BEL Road,77.564105,13.0393922
251,SLAY Coffee,Coffee,200,3.5,115,Shanti Nagar,77.5979099,12.9575547
252,SLAY Coffee,Coffee,200,4.1,360,Marathahalli,77.6984163,12.9552572
253,SLAY Coffee,Coffee,200,4.3,945,Whitefield,77.7497448,12.9696365
254,SLAY Coffee,Coffee,200,4.0,574,Old Airport Road,77.6663946,12.9583828
255,SLAY Coffee,Coffee,200,3.9,1470,Bannerghatta Road,77.6041899,12.9521804
256,SLAY Coffee,Coffee,200,3.7,1466,Indiranagar,77.6404672,12.9732913
257,Biryani Trip - Destination Hyderabad,Biryani,300,4.2,2429,Koramangala 6th Block,77.6238477,12.9390255
258,Biryani Trip - Destination Hyderabad,Biryani,300,4.3,1182,Electronic City,77.64825296,12.8487599
259,Biryani Trip - Destination Hyderabad,Biryani,300,4.1,7557,Bannerghatta Road,77.6041899,12.9521804
260,Biryani Trip - Destination Hyderabad,Biryani,300,4.1,98,Hebbal,77.5919,13.0382184
261,Biryani Trip - Destination Hyderabad,Biryani,300,4.0,2728,Sarjapur Road,77.6653284,12.920441
262,Biryani Trip - Destination Hyderabad,Biryani,300,4.2,2043,JP Nagar,77.5782713,12.9072515
263,Biryani Trip - Destination Hyderabad,Biryani,300,4.0,5734,HSR,77.6398674,12.9092342
264,Biryani Trip - Destination Hyderabad,Biryani,300,3.9,2392,ITPL Main Road,77.7272748,12.9805104
265,Biryani Trip - Destination Hyderabad,Biryani,300,4.2,14100,Jeevan Bhima Nagar,77.6568367,12.9678074
266,Biryani Trip - Destination Hyderabad,Biryani,300,4.2,1933,Banashankari,77.59445195,12.96528325
267,Biryani Trip - Destination Hyderabad,Biryani,300,4.3,298,Marathahalli,77.6984163,12.9552572
268,Biryani Trip - Destination Hyderabad,Biryani,300,4.2,1029,Bellandur,77.6782471,12.93103185
269,Biryani Trip - Destination Hyderabad,Biryani,300,4.2,1879,Basaveshwara Nagar,77.5394749,12.9931607
270,Biryani Trip - Destination Hyderabad,Biryani,300,4.1,2110,Banaswadi,77.6518539,13.0141618
271,Biryani Trip - Destination Hyderabad,Biryani,300,4.0,131,Seshadripuram,77.5753419,12.9931876
272,Biryani Trip - Destination Hyderabad,Biryani,300,4.2,1043,Frazer Town,77.6130165,12.996845
273,Biryani Trip - Destination Hyderabad,Biryani,300,4.3,131,Jayanagar,77.5824229,12.9292731
274,Pizza Paradise,Pizza,150,4.0,43,Jalahalli,77.5483803,13.0464531
275,Masti Masala,North Indian,250,4.2,5023,Rajajinagar,77.554883,12.9882338
276,Third Wave Coffee,Cafe,250,4.3,366,Bannerghatta Road,77.6041899,12.9521804
277,Third Wave Coffee,Cafe,250,4.4,411,Bommasandra,77.6916113,12.8162443
278,Third Wave Coffee,Cafe,200,4.2,1152,Koramangala 4th Block,77.6294052,12.9327778
279,Third Wave Coffee,Cafe,200,4.1,816,JP Nagar,77.5782713,12.9072515
280,Third Wave Coffee,Cafe,200,4.1,367,Malleshwaram,77.5703253,13.0027353
281,Third Wave Coffee,Cafe,200,4.1,393,Sanjay Nagar,77.6958748,12.9578658
282,Third Wave Coffee,Cafe,200,4.2,905,Indiranagar,77.6404672,12.9732913
283,Third Wave Coffee,Cafe,200,3.9,260,Marathahalli,77.6984163,12.9552572
284,Third Wave Coffee,Cafe,200,4.0,1342,Bellandur,77.6782471,12.93103185
285,Third Wave Coffee,Cafe,200,4.3,194,Banashankari,77.59445195,12.96528325
286,Third Wave Coffee,Cafe,200,3.9,1416,Forum Shantiniketan Mall,77.5782713,12.9072515
287,Third Wave Coffee,Cafe,200,4.1,83,Lavelle Road,77.5997248,12.9749487
288,Third Wave Coffee,Cafe,200,4.2,400,Jayanagar,77.5824229,12.9292731
289,Third Wave Coffee,Cafe,400,4.2,311,Kalyan Nagar,77.6403368,13.0221416
290,Cookie Man,Bakery,150,4.2,361,Vega City,77.60114314,12.90748805
291,Cookie Man,Bakery,150,4.1,6,Mysore Road,77.5300705,12.9467026
292,Cookie Man,Bakery,150,4.3,121,Gopalan Signature Mall,77.6618845,12.99295915
293,Cookie Man,Bakery,150,4.5,190,Garuda Mall,77.60966586,12.97002705
294,Cookie Man,Bakery,200,4.2,100,Forum Shantiniketan Mall,77.6239038,12.9089453
295,Cookie Man,Bakery,200,4.0,72,Mantri Square,77.5553179,12.9081487
296,Burgers@59,Burger,100,4.0,54,Whitefield,77.7497448,12.9696365
297,The Bangalore Bakery,Cafe,250,3.7,27,Malleshwaram,77.5703253,13.0027353
298,Sri Ruchi Restuarant,Street Food,200,3.9,6582,Banaswadi,77.6518539,13.0141618
299,Hokart - Kolkata Kati King Rolls And Momos,Rolls,150,3.3,16,BTM,77.60456543,12.91127585
300,Shaap,Kerala,250,3.8,1624,Indiranagar,77.6404672,12.9732913
301,House Of Juice,Juices,150,3.9,225,Varthur Main Road,77.7471103,12.9413238
302,House Of Juice,Juices,150,3.9,70,Electronic City,77.64825296,12.8487599
303,House Of Juice,Juices,150,3.8,218,KR Puram,77.695935,13.007516
304,Rolls On Wheels,Rolls,150,4.1,3207,HSR,77.6398674,12.9092342
305,Rolls On Wheels,Rolls,150,4.1,1105,Cunningham Road,77.5970428,12.9845781
306,Rolls On Wheels,Rolls,150,4.2,1715,Jayanagar,77.5824229,12.9292731
307,Rolls On Wheels,Rolls,150,4.0,1326,Sarjapur Road,77.6653284,12.920441
